~ 	 RT 	 0.6195965417867435
~ 	 : 	 0.5389048991354467
~ 	 ... 	 0.17579250720461095
~ 	 ,... 	 0.002881844380403458
~ 	 --- 	 0.002881844380403458
~ 	 — 	 0.005763688760806916
~ 	 cont 	 0.020172910662824207
~ 	 < 	 0.01729106628242075
~ 	 HaloRT 	 0.002881844380403458
~ 	 MentionRT 	 0.002881844380403458
~ 	 >>> 	 0.002881844380403458
~ 	 <== 	 0.002881844380403458
~ 	 ~ 	 0.002881844380403458
~ 	 << 	 0.002881844380403458
~ 	 -- 	 0.005763688760806916
~ 	 ...: 	 0.005763688760806916
~ 	 .... 	 0.002881844380403458
~ 	 - 	 0.008645533141210375
~ 	 « 	 0.005763688760806916
~ 	 )RT 	 0.002881844380403458
~ 	 <- 	 0.002881844380403458
~ 	 Fwd 	 0.002881844380403458
~ 	 »»» 	 0.002881844380403458
~ 	 ----- 	 0.002881844380403458
~ 	 --> 	 0.002881844380403458
~ 	 RT 	 0.002881844380403458
~ 	 > 	 0.002881844380403458
~ 	 , 	 0.002881844380403458
@ 	 @USER_44285fcc 	 0.0022727272727272726
@ 	 @USER_a887f5eb 	 0.0022727272727272726
@ 	 @USER_1d9aecf2 	 0.0022727272727272726
@ 	 @USER_d908c17a 	 0.0022727272727272726
@ 	 @USER_0b5e0aa7 	 0.0022727272727272726
@ 	 @USER_096f97c9 	 0.0022727272727272726
@ 	 @USER_b3af03f1 	 0.0022727272727272726
@ 	 @USER_f5eeff1e 	 0.0022727272727272726
@ 	 @USER_709c203c 	 0.0022727272727272726
@ 	 @USER_c92ab6fd 	 0.0022727272727272726
@ 	 @USER_741d38b6 	 0.0022727272727272726
@ 	 @USER_440dfb5a 	 0.0022727272727272726
@ 	 @USER_dfe42e91 	 0.0022727272727272726
@ 	 @USER_b04bb969 	 0.0022727272727272726
@ 	 @USER_8f0f9d3e 	 0.0022727272727272726
@ 	 @USER_60f2ca9e 	 0.0022727272727272726
@ 	 @USER_79a40aaa 	 0.0022727272727272726
